2,21,1,978299839,1
2,3893,1,978299535,2
2,1213,2,978298458,3
11,1682,1,978902586,1
11,586,1,978904356,2
11,2136,1,978903743,3
14,2572,1,978200645,1
14,2694,1,978200689,2
14,1982,1,978200340,3
18,1186,1,978156664,1
18,3439,1,978153977,2
18,1690,1,978153649,3
30,162,2,978122010,1
30,1288,2,978121462,2
30,1545,2,978121902,3
32,3286,1,978126476,1
32,3821,1,978118906,2
32,2707,2,978123912,3
33,223,1,978983439,1
33,1699,1,978559237,2
33,3397,1,978985682,3
36,2713,1,1040544662,1
36,2815,1,978210310,2
36,1882,1,978062503,3
42,1924,1,978040469,1
42,288,2,978041017,2
42,1049,2,978041164,3
46,2628,1,977979482,1
46,3361,1,977979482,2
46,1279,1,977979482,3
56,1183,1,977939394,1
56,593,1,977938772,2
56,2786,1,977938555,3
58,737,1,977942400,1
58,1552,1,977936000,2
58,1760,1,977933866,3
60,648,1,977932352,1
60,688,1,977931722,2
60,1641,1,977932186,3
66,3755,1,977886249,1
66,551,1,977886110,2
66,661,2,977886288,3
67,587,2,977883558,1
67,1263,2,977886547,2
67,480,2,977883697,3
68,1265,1,991375212,1
68,3030,1,977895878,2
68,1923,1,991376053,3
71,2710,2,977875912,1
71,2997,3,977875912,2
71,1617,3,977875192,3
74,1028,1,983915672,1
74,3510,2,983916350,2
74,34,2,983916026,3
75,1405,1,977853157,1
75,594,1,977850933,2
75,2096,1,977851032,3
79,3483,1,977805418,1
79,3785,1,977805367,2
79,2873,2,977805821,3
83,2054,1,977721051,1
83,3877,1,977721218,2
83,2519,1,977717273,3
89,3868,1,993956351,1
89,3869,1,993956351,2
89,370,1,993956351,3
90,2335,1,993876453,1
90,350,1,993873760,2
90,2060,2,993877095,3
98,2657,1,977619456,1
98,1997,2,977619349,2
98,593,3,977619797,3
99,2997,1,982873698,1
99,3006,1,994353904,2
99,1416,1,977608276,3
104,2555,1,1016055700,1
104,3593,1,1016055700,2
104,1193,2,977546620,3
105,3946,1,977543882,1
105,1515,2,977543627,2
105,3793,3,977544257,3
106,1639,2,977536137,1
106,1183,3,977536330,2
106,586,3,977535827,3
109,1731,1,977516728,1
109,1193,2,977516253,2
109,955,3,977517209,3
110,3948,1,977514167,1
110,3300,1,977515003,2
110,1562,1,977514711,3
116,2710,1,977496886,1
116,3861,2,982347532,2
116,2422,2,997448812,3
118,2643,1,977492102,1
118,198,1,977501230,2
118,674,2,977501882,3
119,3785,1,977467502,1
119,2089,2,977513844,2
119,1513,2,977468890,3
123,921,1,977529100,1
123,1562,1,977528771,2
123,2381,1,977590423,3
124,1544,3,977445869,1
124,2858,3,977446190,2
124,457,3,977446323,3
131,3798,1,981359298,1
131,653,1,977433391,2
131,3020,1,977598385,3
134,3946,1,1005596073,1
134,3948,1,1005595644,2
134,737,1,978038148,3
135,2995,1,977416959,1
135,1513,1,977417044,2
135,2606,1,977416959,3
138,3753,2,977362085,1
138,1179,3,977362427,2
138,648,3,977362114,3
141,1199,1,977357372,1
141,2150,1,977357373,2
141,2985,1,977357373,3
144,2053,1,977346613,1
144,737,1,977346613,2
144,785,1,977345737,3
145,2093,1,977345244,1
145,2572,1,977345369,2
145,2672,1,977345741,3
147,737,1,977337178,1
147,2657,1,977358510,2
147,1004,1,977337178,3
149,3948,1,988315626,1
149,3952,1,989245787,2
149,3895,1,988315825,3
150,3004,2,977302668,1
150,3081,2,977303082,2
150,3163,2,977303601,3
151,1339,1,978681936,1
151,2154,1,978682609,2
151,3114,1,992133225,3
153,1760,1,978483675,1
153,673,2,977261338,2
153,1005,2,977261557,3
158,2717,2,977242756,1
158,1998,2,977242756,2
158,922,3,977243197,3
170,3300,1,977172409,1
170,2701,1,977173515,2
170,2710,1,977173631,3
172,1206,2,977164765,1
172,2987,3,977164964,2
172,922,3,977164947,3
174,3799,1,977149514,1
174,1527,1,977149770,2
174,1011,1,977149321,3
180,3534,2,997600700,1
180,3571,2,997600489,2
180,3578,2,997600556,3
184,2403,1,1025998543,1
184,2412,1,1012964696,2
184,2076,2,1025998392,3
186,1513,2,977060279,1
186,2552,2,977057784,2
186,1030,2,977059638,3
187,2431,1,977078800,1
187,2392,1,977079016,2
187,2679,1,977079016,3
188,858,1,1011460241,1
188,2428,1,1011464393,2
188,3316,1,1011463279,3
195,2053,1,985580191,1
195,1407,1,981677563,2
195,1515,1,977464960,3
198,2064,1,976980144,1
198,3877,1,977093745,2
198,2433,1,976979404,3
199,2125,1,976985739,1
199,4,1,976988106,2
199,802,1,976978016,3
200,1605,1,976957604,1
200,2605,2,976958202,2
200,2555,2,976957970,3
201,762,1,976979105,1
201,2436,1,976979105,2
201,830,2,978301797,3
203,4,1,976929537,1
203,802,1,976929223,2
203,1270,1,976928342,3
204,3799,1,976922691,1
204,3945,1,976922805,2
204,1391,1,978049142,3
208,2338,1,977003132,1
208,1644,1,977003132,2
208,3005,2,976915989,3
213,1265,3,976900243,1
213,3253,3,976900356,2
213,34,3,976900264,3
215,1527,2,976908595,1
215,1094,2,977099316,2
215,1,4,979174987,3
221,3431,1,976834876,1
221,2267,2,976835212,2
221,111,2,976834876,3
228,3354,1,976827150,1
228,3452,1,976827538,2
228,3879,2,991622423,3
242,653,1,976750748,1
242,595,1,977269540,2
242,2431,1,976751372,3
248,3863,3,978409975,1
248,589,3,976727401,2
248,1197,3,976727313,3
252,2335,2,976689069,1
252,1573,2,976688556,2
252,733,3,976688526,3
254,3499,2,976682196,1
254,1329,3,976682218,2
254,1345,3,976682218,3
256,208,1,976678020,1
256,2094,2,976678269,2
256,1385,2,976677982,3
260,688,1,976672257,1
260,1431,1,976672011,2
260,2170,1,976672691,3
265,39,1,976649150,1
265,1183,2,976649204,2
265,783,2,976648609,3
270,1513,1,976653593,1
270,3948,2,1004989276,2
270,2599,2,976652789,3
272,3877,1,976697270,1
272,736,1,976695113,2
272,762,1,976696604,3
275,2657,1,976591775,1
275,3701,1,976592621,2
275,3703,1,976592621,3
276,648,2,976589260,1
276,2160,2,976589155,2
276,1721,2,976588922,3
281,1282,1,976572051,1
281,1357,1,976571508,2
281,199,1,976571363,3
282,786,2,976571913,1
282,3257,2,976572019,2
282,1992,2,976570699,3
284,3930,1,976571179,1
284,2051,1,976576190,2
284,5,1,976574994,3
287,2723,2,976568558,1
287,2598,2,976568611,2
287,1882,2,976568188,3
294,785,1,976543004,1
294,1614,2,976543004,2
294,1711,2,976543057,3
298,1544,2,976510555,1
298,611,2,976510524,2
298,1806,3,976510053,3
302,2052,1,976506480,1
302,9,1,976503957,2
302,813,1,976506842,3
303,3301,1,976507097,1
303,1569,1,976507357,2
303,3316,1,976504102,3
304,273,1,976502399,1
304,2008,1,976502560,2
304,1748,2,976502533,3
311,2965,1,976477071,1
311,1544,2,976477104,2
311,457,3,1008979320,3
313,3354,2,976474750,1
313,648,3,976474655,2
313,1282,3,976474523,3
315,3500,1,976465604,1
315,1544,2,976465958,2
315,1964,2,976465854,3
317,3421,2,976461395,1
317,3552,2,976460903,2
317,3638,2,976460939,3
334,2291,2,976378994,1
334,2858,2,976378598,2
334,2100,2,976379100,3
337,692,1,976349552,1
337,842,1,976350291,2
337,1525,1,976350963,3
341,3755,2,976339683,1
341,3300,3,976339471,2
341,3624,3,976339502,3
342,2412,1,976338156,1
342,3869,2,976339361,2
342,1373,2,976338875,3
344,1356,1,976336500,1
344,1371,1,976336500,2
344,1445,1,976336331,3
345,34,2,976335506,1
345,2362,3,976335524,2
345,1922,3,976335342,3
349,2338,1,1028139771,1
349,2296,1,1005452671,2
349,3324,1,1005968980,3
354,3300,1,976324099,1
354,2555,1,976323412,2
354,2840,1,976324200,3
357,588,1,976319588,1
357,594,1,976318615,2
