1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,5,1,3.739952718676123
2366,King Kong (1933),Action|Adventure|Horror,5,1,3.6560846560846563
1088,Dirty Dancing (1987),Musical|Romance,5,1,3.3114992721979624
1959,Out of Africa (1985),Drama|Romance,5,1,3.6533546325878596
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,5,1,3.771412037037037
1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,5,1,3.4358353510895885
496,What Happened Was... (1994),Comedy|Drama|Romance,5,1,3.2162162162162162
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,5,1,2.8308457711442787
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,5,1,2.6210526315789475
2122,Children of the Corn (1984),Horror|Thriller,5,1,2.4463519313304722
833,High School High (1996),Comedy,4,1,2.1794871794871793
463,Guilty as Sin (1993),Crime|Drama|Thriller,5,1,2.74468085106383
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,5,1,3.631051752921536
1342,Candyman (1992),Horror,5,1,2.904580152671756
148,"Awfully Big Adventure, An (1995)",Drama,5,1,2.782608695652174
3918,Hellbound: Hellraiser II (1988),Horror,5,1,2.802395209580838
3794,Chuck & Buck (2000),Comedy|Drama,5,1,3.28099173553719
1238,Local Hero (1983),Comedy,5,1,4.0
2866,"Buddy Holly Story, The (1978)",Drama,5,1,3.6884422110552766
3749,Time Regained (Le Temps Retrouv�) (1999),Drama,5,1,3.1363636363636362
2659,It Came from Hollywood (1982),Comedy|Documentary,5,1,3.1739130434782608
1829,Chinese Box (1997),Drama|Romance,5,2,3.0
1721,Titanic (1997),Drama|Romance,5,1,3.5834411384217333
1084,Bonnie and Clyde (1967),Crime|Drama,5,1,4.096209912536443
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,5,1,3.6839650145772596
2580,Go (1999),Crime,5,1,3.854771784232365
858,"Godfather, The (1972)",Action|Crime|Drama,5,1,4.524966261808367
1025,"Sword in the Stone, The (1963)",Animation|Children's,5,1,3.6109215017064846
2387,Very Bad Things (1998),Comedy|Crime,5,1,2.774193548387097
737,Barb Wire (1996),Action|Sci-Fi,5,1,2.03
3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi,5,1,3.1986301369863015
540,Sliver (1993),Thriller,5,1,2.2189349112426036
1395,Tin Men (1987),Comedy|Drama,5,1,3.3254237288135595
897,For Whom the Bell Tolls (1943),Adventure|War,5,1,3.7551020408163267
1522,Ripe (1996),Drama,4,1,2.4285714285714284
1483,Crash (1996),Drama|Thriller,5,1,2.7588652482269502
3179,Angela's Ashes (1999),Drama,5,1,3.4133333333333336
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,5,1,2.8
1460,That Darn Cat! (1997),Children's|Comedy|Mystery,5,1,2.6808510638297873
1507,Paradise Road (1997),Drama|War,5,1,3.3333333333333335
1896,Cousin Bette (1998),Comedy,5,1,3.106382978723404
3475,"Place in the Sun, A (1951)",Drama|Romance,5,2,3.962686567164179
2999,Man of the Century (1999),Comedy,5,3,4.0
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,4,1,1.6875
243,Gordy (1995),Comedy,3,1,2.1
2563,Beauty (1998),Drama,3,3,3.0
2235,One Man's Hero (1999),Drama|War,2,2,2.0
623,"Modern Affair, A (1995)",Romance,4,2,3.0
1270,Back to the Future (1985),Comedy|Sci-Fi,5,1,3.9903213317847466
1650,Washington Square (1997),Drama,5,1,3.34
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,5,1,3.560344827586207
1339,Bram Stoker's Dracula (1992),Horror|Romance,5,1,3.34375
3704,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,5,1,3.1662049861495847
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,5,1,3.34820322180917
1303,"Man Who Would Be King, The (1975)",Adventure,5,1,4.129032258064516
2572,10 Things I Hate About You (1999),Comedy|Romance,5,1,3.422857142857143
3000,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,5,1,4.147826086956521
1699,"Butcher Boy, The (1998)",Drama,5,1,3.503225806451613
516,Renaissance Man (1994),Comedy|Drama|War,5,1,2.870967741935484
1352,Albino Alligator (1996),Crime|Thriller,5,1,2.851063829787234
1322,Amityville 1992: It's About Time (1992),Horror,3,1,1.71875
2996,Music of the Heart (1999),Drama,5,1,3.4285714285714284
31,Dangerous Minds (1995),Drama,5,1,3.1134751773049647
2711,My Life So Far (1999),Drama,5,1,3.5625
3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama,5,1,2.9642857142857144
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,4,1,2.0
1903,Hav Plenty (1997),Comedy,4,2,3.3333333333333335
2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary,5,1,3.769230769230769
2821,Male and Female (1919),Adventure|Drama,4,2,2.6666666666666665
1265,Groundhog Day (1993),Comedy|Romance,5,1,3.953028972783143
2721,Trick (1999),Romance,5,1,3.764705882352941
1884,Fear and Loathing in Las Vegas (1998),Comedy|Drama,5,1,3.3456375838926173
85,Angels and Insects (1995),Drama|Romance,5,1,3.402061855670103
2025,Lolita (1997),Drama|Romance,5,1,3.3438914027149322
2259,Blame It on Rio (1984),Comedy|Romance,5,1,2.716417910447761
3098,"Natural, The (1984)",Drama,5,1,3.832116788321168
2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,5,1,2.051094890510949
2443,Playing by Heart (1998),Drama|Romance,5,1,3.5952380952380953
1975,Friday the 13th Part 2 (1981),Horror,5,1,2.426900584795322
580,Princess Caraboo (1994),Drama,5,1,3.2419354838709675
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,5,1,4.357142857142857
451,Flesh and Bone (1993),Drama|Mystery|Romance,5,1,3.150943396226415
2231,Rounders (1998),Crime|Drama,5,1,3.608695652173913
2525,Alligator (1980),Action|Horror|Sci-Fi,5,1,2.235294117647059
251,"Hunted, The (1995)",Action,5,1,3.2777777777777777
808,Alaska (1996),Adventure|Children's,5,1,3.395348837209302
2488,Peeping Tom (1960),Drama|Horror|Thriller,5,1,3.8588235294117648
137,Man of the Year (1995),Documentary,5,1,3.0
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller,4,1,3.3846153846153846
3490,Horror Express (1972),Horror,5,1,2.6470588235294117
2923,Citizen's Band (a.k.a. Handle with Care) (1977),Comedy,5,2,3.411764705882353
3220,Night Tide (1961),Drama,2,2,2.0
3876,Jerry & Tom (1998),Drama,3,1,2.0
3425,Mo' Better Blues (1990),Drama,5,1,3.2911392405063293
1223,"Grand Day Out, A (1992)",Animation|Comedy,5,1,4.361522198731501
2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,5,1,3.3493975903614457
2096,Sleeping Beauty (1959),Animation|Children's|Musical,5,1,3.710371819960861
3566,"Big Kahuna, The (2000)",Comedy|Drama,5,1,3.3717105263157894
2392,Jack Frost (1998),Comedy|Drama,5,1,2.234146341463415
879,"Relic, The (1997)",Horror,5,1,2.827004219409283
2249,My Blue Heaven (1990),Comedy,5,1,3.192468619246862
65,Bio-Dome (1996),Comedy,5,1,2.062937062937063
1977,Friday the 13th: The Final Chapter (1984),Horror,5,1,2.1775147928994083
2924,Drunken Master (Zui quan) (1979),Action|Comedy,5,1,3.9097744360902253
3913,Barenaked in America (1999),Documentary,5,1,2.90625
458,Geronimo: An American Legend (1993),Drama|Western,5,1,3.2758620689655173
3834,Bronco Billy (1980),Adventure|Drama|Romance,5,1,2.8238636363636362
2656,Tarantula (1955),Horror|Sci-Fi,5,1,2.774193548387097
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,5,1,1.7659574468085106
3377,Hangmen Also Die (1943),Drama|War,4,3,3.5
3105,Awakenings (1990),Drama,5,1,3.7808823529411764
588,Aladdin (1992),Animation|Children's|Comedy|Musical,5,1,3.788304959289415
2802,Tequila Sunrise (1988),Action|Romance|Thriller,5,1,3.088235294117647
898,"Philadelphia Story, The (1940)",Comedy|Romance,5,1,4.3006872852233675
481,Kalifornia (1993),Drama|Thriller,5,1,3.380952380952381
799,"Frighteners, The (1996)",Comedy|Horror,5,1,3.3491124260355027
804,She's the One (1996),Comedy|Romance,5,1,2.9785407725321886
2247,Married to the Mob (1988),Comedy,5,1,3.0931506849315067
3028,"Taming of the Shrew, The (1967)",Comedy,5,1,3.762589928057554
2027,Mafia! (1998),Comedy|Crime,5,1,2.449612403100775
2559,"King and I, The (1999)",Animation|Children's,5,1,2.5925925925925926
255,"Jerky Boys, The (1994)",Comedy,5,1,2.0606060606060606
970,Beat the Devil (1954),Comedy|Drama,5,1,3.4054054054054053
3042,Meatballs III (1987),Comedy,5,1,1.5538461538461539
3790,Groove (2000),Drama,5,1,3.372549019607843
2914,Molly (1999),Comedy|Drama,5,1,2.1818181818181817
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,5,1,3.7777777777777777
53,Lamerica (1994),Drama,5,4,4.75
1466,Donnie Brasco (1997),Crime|Drama,5,1,3.7955493741307373
296,Pulp Fiction (1994),Crime|Drama,5,1,4.278212805158913
2874,"Pajama Game, The (1957)",Comedy,5,1,3.5223880597014925
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,5,1,3.8976
1888,Hope Floats (1998),Comedy|Drama|Romance,5,1,2.994832041343669
472,I'll Do Anything (1994),Comedy|Drama,5,1,2.7045454545454546
3062,"Longest Day, The (1962)",Action|Drama|War,5,1,3.971590909090909
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,5,1,3.831168831168831
2035,Blackbeard's Ghost (1968),Children's|Comedy,5,1,3.1052631578947367
3691,Private School (1983),Comedy,5,1,2.5714285714285716
3306,"Circus, The (1928)",Comedy,5,1,3.9583333333333335
853,Dingo (1992),Drama,5,3,4.0
1718,Stranger in the House (1997),Thriller,4,1,2.5714285714285716
1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,5,2,3.5
2396,Shakespeare in Love (1998),Comedy|Romance,5,1,4.127479949345715
918,Meet Me in St. Louis (1944),Musical,5,1,3.7936507936507935
1016,"Shaggy Dog, The (1959)",Children's|Comedy,5,1,3.217948717948718
3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,5,1,3.6740812379110253
1005,D3: The Mighty Ducks (1996),Children's|Comedy,5,1,2.3732394366197185
513,Radioland Murders (1994),Comedy|Mystery|Romance,5,1,3.1194029850746268
322,Swimming with Sharks (1995),Comedy|Drama,5,1,3.712918660287081
78,"Crossing Guard, The (1995)",Drama,5,1,3.26
3577,Two Moon Juction (1988),Drama,5,1,2.65
2848,Othello (1952),Drama,5,1,3.951219512195122
1133,Talking About Sex (1994),Comedy|Drama,3,1,2.0
3657,Pandora and the Flying Dutchman (1951),Drama,5,2,3.6666666666666665
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,5,1,3.7540983606557377
3087,Scrooged (1988),Comedy,5,1,3.4786821705426356
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,5,1,2.619893428063943
961,Little Lord Fauntleroy (1936),Drama,5,1,3.4782608695652173
633,Denise Calls Up (1995),Comedy,5,2,3.6
974,Algiers (1938),Drama|Romance,5,2,3.75
2625,Black Mask (Hak hap) (1996),Action,5,1,3.0757575757575757
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,5,1,3.3640167364016738
2971,All That Jazz (1979),Musical,5,1,3.823343848580442
2479,Gloria (1999),Drama|Thriller,5,1,2.272727272727273
613,Jane Eyre (1996),Drama|Romance,5,1,3.6341463414634148
3149,Diamonds (1999),Mystery,4,1,2.4444444444444446
1533,"Promise, The (La Promesse) (1996)",Drama,5,2,3.875
